卫视频道,#genre#
广西卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8
江西卫视,http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8
江西卫视,http://36.32.174.67:60080/newlive/live/hls/31/live.m3u8
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8
河北卫视,http://36.32.174.67:60080/newlive/live/hls/36/live.m3u8
山东卫视,http://36.32.174.67:60080/newlive/live/hls/42/live.m3u8
山西卫视,http://36.32.174.67:60080/newlive/live/hls/43/live.m3u8
新疆卫视,http://36.32.174.67:60080/newlive/live/hls/47/live.m3u8
吉林卫视,http://36.32.174.67:60080/newlive/live/hls/40/live.m3u8
西藏卫视,http://36.32.174.67:60080/newlive/live/hls/48/live.m3u8
宁夏卫视,http://36.32.174.67:60080/newlive/live/hls/49/live.m3u8
云南卫视,http://36.32.174.67:60080/newlive/live/hls/45/live.m3u8
海南卫视,http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8
甘肃卫视,http://120.238.94.10:9901/tsfile/live/1079_1.m3u8
湖南卫视,http://183.11.239.36:808/hls/36/index.m3u8
河北卫视,http://183.11.239.36:808/hls/54/index.m3u8
四川卫视,http://120.238.94.10:9901/tsfile/live/1058_1.m3u8
云南卫视,http://120.238.94.10:9901/tsfile/live/1069_1.m3u8
兵团卫视,http://183.11.239.36:808/hls/7/index.m3u8
东方卫视,http://183.11.239.36:808/hls/114/index.m3u8
西藏卫视,http://120.76.248.139/live/bfgd/4200000121.m3u8
甘肃卫视,http://183.11.239.36:808/hls/119/index.m3u8
山东卫视,http://183.11.239.36:808/hls/43/index.m3u8
辽宁卫视,http://39.164.160.249:9901/tsfile/live/0121_1.m3u8
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
青海卫视,https://mgtv.ottiptv.cc/mg/947472506.m3u8?userid=5559462299&sign=936065749b870ebb91565fc38394e4ca0a99f96548b159e920738a659c5d1ce7f8cfef11880a36824f8abc40338a15d4f327dd6e1a42e89944b022f110fd77ce8d67a33c88436a0cd365aa9266b2f11ce5&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000185.m3u8
安徽卫视,http://39.164.160.249:9901/tsfile/live/0130_1.m3u8
云南卫视,http://cssbyd.imwork.net:8082/hls/36/index.m3u8
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8
四川卫视,http://183.11.239.36:808/hls/50/index.m3u8
贵州卫视,http://183.11.239.36:808/hls/49/index.m3u8
大湾区卫视,https://mgtv.ottiptv.cc/mg/608917627.m3u8?userid=5559462299&sign=4f802c52ed96013c0f7a5cace5f6bc677e1c333b7c3f7d12bba4e48a8fc37b2de0f6d23eab4f72aa591c56aae222eb7f6429963913c85e3033c6bcbacf82657a2f0706a2fcd0cc70348bf7acca210f9509&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
辽宁卫视,http://60.16.0.216:5757/hls/32/index.m3u8
重庆卫视,http://183.11.239.36:808/hls/53/index.m3u8
辽宁卫视,http://223.241.247.214:9901/tsfile/live/0121_1.m3u8
河南卫视,http://tvcdn.stream3.hndt.com/tv/65c4a6d5017e1000b2b6ea2500000000_transios/playlist.m3u8?wsSecret=13e73f9dc0691ddffccc3fd73e35545b&wsTime=1765899964
宁夏卫视,http://120.238.94.10:9901/tsfile/live/1076_1.m3u8
东方卫视,http://58.57.40.22:9901/tsfile/live/1030_1.m3u8
辽宁卫视,http://223.241.247.214:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://223.241.247.214:9901/tsfile/live/1011_1.m3u8
广东卫视,http://124.116.183.146:9901/tsfile/live/0125_1.m3u8
云南卫视,http://120.76.248.139/live/bfgd/4200000482.m3u8
江西卫视,https://mgtv.ottiptv.cc/mg/783847495.m3u8?userid=5559462299&sign=fade925ad8d1bb3d71a8918912376681fac67b178058f1490214a785d7fd9be210f3015e510a8b6627019d92b881666a21390f2c97d1386de51c36ddc0ae92e84c7d3f739f01d66e4db6dd16a523eb2c35&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
江西卫视,http://219.145.59.166:8888/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://124.116.183.146:9901/tsfile/live/0107_1.m3u8
新疆卫视,http://113.25.252.226:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://112.27.235.94:8000/hls/49/index.m3u8
内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
北京卫视,http://183.11.239.36:808/hls/41/index.m3u8
天津卫视,http://58.57.40.22:9901/tsfile/live/1034_1.m3u8
厦门卫视,http://183.11.239.36:808/hls/17/index.m3u8
上海卫视,http://223.241.247.214:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://cssbyd.imwork.net:8082/hls/37/index.m3u8
云南卫视,http://58.57.40.22:9901/tsfile/live/1047_1.m3u8
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://124.116.183.146:9901/tsfile/live/0126_1.m3u8
重庆卫视,http://223.241.247.214:9901/tsfile/live/1007_1.m3u8
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
西藏卫视,http://php.jdshipin.com/xztv.php?id=ws
湖南卫视,http://124.116.183.146:9901/tsfile/live/0128_1.m3u8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000141.m3u8
四川卫视,http://124.116.183.146:9901/tsfile/live/0123_1.m3u8
深圳卫视,http://120.76.248.139/live/bfgd/4200000100.m3u8
四川卫视,http://120.76.248.139/live/bfgd/4200000103.m3u8
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8
河南卫视,http://120.238.94.10:9901/tsfile/live/1068_1.m3u8
山东教育卫视,http://120.76.248.139/live/bfgd/4200000112.m3u8
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
东方卫视,http://39.164.160.249:9901/tsfile/live/0107_1.m3u8
深圳卫视,http://183.11.239.36:808/hls/45/index.m3u8
云南卫视,http://222.169.85.8:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://120.76.248.139/live/bfgd/4200000094.m3u8
山西卫视,http://120.76.248.139/live/bfgd/4200000109.m3u8
辽宁卫视,http://183.11.239.36:808/hls/47/index.m3u8
宁夏卫视,http://222.169.85.8:9901/tsfile/live/0112_1.m3u8
宁夏卫视,http://58.57.40.22:9901/tsfile/live/1054_1.m3u8
河南卫视,https://mgtv.ottiptv.cc/mg/790187291.m3u8?userid=5559462299&sign=e03069c4c169cdfb54497231c914e686f02e6c5d16a8f5c3d0787281fce01839523d6c0bdffe92ea326855c94a51e2738597a1c23e2badcae1f63618e2d3d57874c961a9c326dcc94126cdf528106a4c32&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
三沙卫视,https://srs.ssws.tv/video/sstv-10/index.m3u8
广东卫视,http://120.238.94.10:9901/tsfile/live/1008_1.m3u8
青海卫视,http://120.238.94.10:9901/tsfile/live/1073_1.m3u8
湖南卫视,http://58.57.40.22:9901/tsfile/live/1028_1.m3u8
山东卫视,http://182.150.23.74:808/hls/23/index.m3u8
山东卫视,http://120.76.248.139/live/bfgd/4200000099.m3u8
安多卫视,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd
湖北卫视,http://120.238.94.10:9901/tsfile/live/1055_1.m3u8
广东卫视,http://39.164.160.249:9901/tsfile/live/0125_1.m3u8
西藏卫视,http://120.238.94.10:9901/tsfile/live/1077_1.m3u8
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
广东卫视,https://mgtv.ottiptv.cc/mg/608831231.m3u8?userid=5559462299&sign=4acff88499b8c0ba0981a10df16166d0fce14cd5734cd114938cc0bc34ad88e193ef43a6f24adc2ea9a687547850c22ea2352aeac5a66f4e979c7ab8d9b0dad135334b86f0e8e12dc35354a16b95e70ff8&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
吉林卫视,http://cssbyd.imwork.net:8082/hls/41/index.m3u8
湖南卫视,http://61.163.181.78:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://cssbyd.imwork.net:8082/hls/33/index.m3u8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000058.m3u8
云南卫视,http://39.164.160.249:9901/tsfile/live/0119_1.m3u8
辽宁卫视,https://mgtv.ottiptv.cc/mg/630291707.m3u8?userid=5559462299&sign=4f0e024aea5158b4fc06b32d920b94398220c1378e2e84cbf66f62491477d5467fca683f8b007902e86ff8bc8efed49fe68b86914cdc2b1b145ba3960dd5047fe5e9f8cd13ee2f38a89d5b87d1d52a7a65&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
宁夏卫视,https://mgtv.ottiptv.cc/mg/738910535.m3u8?userid=5559462299&sign=d88c7b88d52d006cf991601e76d764ec64063c4f43dfd1d573813093d95d16ff6e44910677d9c338033676bae7df220a0355ae8c3a229c468dfc3bec5294dcec1fc573b70af872fffa00d85ccb5ac54a07&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
山西卫视,http://222.169.85.8:9901/tsfile/live/0118_1.m3u8
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
新疆卫视,http://183.11.239.36:808/hls/65/index.m3u8
江苏卫视,http://39.164.160.249:9901/tsfile/live/0127_1.m3u8
河南卫视,http://183.11.239.36:808/hls/51/index.m3u8
西藏卫视,http://cssbyd.imwork.net:8082/hls/46/index.m3u8
三沙卫视,https://mgtv.ottiptv.cc/mg/961023778.m3u8?userid=5559462299&sign=23b1c63cffb32ee3de7ccd1f215c1081a162565d0122e7b718af42d3d7dd3d31ee63c57fcfc582008dbb1c9b8fae5b37f8fac53cd0ea5c4eaec292818d5e945549a44bc51af3c603fc66d73b5c0c107966&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
江苏卫视,https://mgtv.ottiptv.cc/mg/623899368.m3u8?userid=5559462299&sign=796e7d42bbe06e84bef5cbf4e560a15852441f031134781404e4fab9f0d53757d284566c69ffb02fe7d8e8d7e77c51fbf35243eb96b8abeac37ed1febed857ffeee8a47309cc169760f962300838dcf39f&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
江苏卫视,http://182.150.23.74:808/hls/18/index.m3u8
陕西卫视,http://cssbyd.imwork.net:8082/hls/42/index.m3u8
安徽卫视,http://222.169.85.8:9901/tsfile/live/0130_1.m3u8
内蒙古卫视,http://cssbyd.imwork.net:8082/hls/44/index.m3u8
海南卫视,http://cssbyd.imwork.net:8082/hls/31/index.m3u8
山东卫视,http://39.164.160.249:9901/tsfile/live/0131_1.m3u8
安徽卫视,http://183.11.239.36:808/hls/40/index.m3u8
甘肃卫视,http://cssbyd.imwork.net:8082/hls/48/index.m3u8
云南卫视,http://222.169.85.8:9901/tsfile/live/0119_1.m3u8
陕西卫视,http://124.116.183.146:9901/tsfile/live/0136_1.m3u8
江西卫视,http://39.164.160.249:9901/tsfile/live/0138_1.m3u8
内蒙古卫视,http://182.150.23.74:808/hls/37/index.m3u8
湖北卫视,http://182.150.23.74:808/hls/28/index.m3u8
吉林卫视,https://mgtv.ottiptv.cc/mg/947472500.m3u8?userid=5559462299&sign=415eef054a5b0721306707238a6fd3407ff2a4e95e2d397cec299628784ee1befe2c147875413d652e356d75c480776768c1c5fad96806671781d9ec31bed0e4e8c4c6e427146c35acc5f315f45dd443da&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
新疆卫视,http://120.76.248.139/live/bfgd/4200000150.m3u8
贵州卫视,http://182.150.23.74:808/hls/26/index.m3u8
宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8
