央视频道,#genre#
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
河北卫视,http://124.77.202.8:49155/962042070
河北卫视,http://14.153.176.89:1234/962042070
河北卫视,http://1.197.249.204:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://124.77.202.8:49155/790187291
河南卫视,http://tvpull.dxhmt.cn:9081/tv/11425-1.m3u8
河南卫视,http://101.6.130.102:1234/790187291
河南卫视,http://1.197.249.204:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://124.77.202.8:49155/947472496
江西卫视,http://124.77.202.8:49155/783847495
江西卫视,http://101.6.130.102:1234/783847495
江西卫视,http://14.153.176.89:1234/783847495
吉林卫视,http://124.77.202.8:49155/947472500
吉林卫视,http://14.153.176.89:1234/947472500
吉林卫视,http://192.151.150.154/live/jlwshd.m3u8
辽宁卫视,http://124.77.202.8:49155/630291707
辽宁卫视,http://101.6.130.102:1234/630291707
宁夏卫视,http://124.77.202.8:49155/738910535
宁夏卫视,http://198.204.228.26/live/nxws.m3u8
青海卫视,http://124.77.202.8:49155/947472506
青海卫视,http://8.135.27.147:1234/947472506
山东卫视,http://1.197.249.204:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育卫视,http://101.6.130.102:1234/609154353
山东教育卫视,http://14.153.176.89:1234/609154353
山东教育卫视,http://8.135.27.147:1234/609154353
海南卫视,http://124.77.202.8:49155/947472502
海南卫视,http://8.135.27.147:1234/947472502
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8
云南卫视,http://192.151.150.154/live/ynwshd.m3u8
海峡卫视,http://124.77.202.8:49155/849119120
兵团卫视,http://124.77.202.8:49155/956923145
兵团卫视,http://14.153.176.89:1234/956923145
兵团卫视,http://8.135.27.147:1234/956923145
兵团卫视,http://192.151.150.154/live/btws.m3u8
陕西卫视,http://124.77.202.8:49155/738910838
陕西卫视,http://14.153.176.89:1234/738910838
陕西卫视,http://101.6.130.102:1234/738910838
陕西卫视,http://8.135.27.147:1234/738910838
农林卫视,http://8.135.27.147:1234/956904896
三沙卫视,http://124.77.202.8:49155/961023778
三沙卫视,http://101.6.130.102:1234/961023778
数字频道,#genre#
CHC影迷电影,http://101.6.130.102:1234/952383261
CHC影迷电影,http://14.153.176.89:1234/952383261
CHC影迷电影,http://8.135.27.147:1234/952383261
CHC动作电影,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001580/index.m3u8?streamid=87c13b6e841ed5039d4c2ce8f266f9ef&streamkey=0gNYRWDeQgJcsRRVxgX7CXzeeNfbK5b6jgfx2dUMMXpSOjJ6HaVTnXNZIvUs7ZjMVIipZGwSqsLBoB1csVGKjUersUPcVyHJvvzH9lv6u5pQ0BcM1SFtompQvPNMFD09b&token=1775754577-a16c17c5548559fa-0-23e1bb39b278d07d81f7441cf04c41ce
CHC动作电影,http://198.204.228.26/live/chcdz.m3u8
CHC动作电影,http://192.151.150.154/live/chcdz.m3u8
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8
CHC家庭影院,http://192.151.150.154/live/chcjt.m3u8
CHC家庭影院,http://198.204.228.26/live/chcjt.m3u8
金鹰卡通,http://1.197.249.204:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
☘️福建省,#genre#
厦门卫视,http://192.151.150.154/live/xmws.m3u8
福建海峡卫视,http://8.135.27.147:1234/849119120
☘️吉林省,#genre#
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
延边卫视,https://srs.iyb983.cn:443/video/CYS/index.m3u8
☘️港·澳·台,#genre#
凤凰中文,http://219.145.93.74:10000/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://218.206.193.218:8888/hls/66/index.m3u8
凤凰中文,http://zmgd.zyrnet.com:8888/hls/110/index.m3u8
凤凰资讯,http://zmgd.zyrnet.com:8888/hls/109/index.m3u8
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
公视,http://74.91.26.218:82/live/pts.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
其他,#genre#
Bloomberg,https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8
CCTV10科教,http://124.77.202.8:49155/624878405
CCTV11戏曲,http://124.77.202.8:49155/667987558
CCTV12社会与法,http://124.77.202.8:49155/673168185
CCTV13新闻,http://124.77.202.8:49155/608807423
CCTV15音乐,http://124.77.202.8:49155/673168223
CCTV17农业农村,http://124.77.202.8:49155/673168256
CCTV2财经,http://124.77.202.8:49155/631780532
CCTV3综艺,http://124.77.202.8:49155/624878271
CCTV4中文国际,http://124.77.202.8:49155/631780421
CCTV4美洲,http://124.77.202.8:49155/608807416
CCTV6电影,http://124.77.202.8:49155/624878396
CCTV9纪录,http://124.77.202.8:49155/673168140
CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8#https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
Red Bull TV,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
中国农林卫视,http://124.77.202.8:49155/956904896
凤凰卫视,http://218.206.193.218:8888/hls/67/index.m3u8
国学频道,rtmp://rtmp.tv.stream3.hndt.com/tv/647f9277018410008cf925e200000000?wsSecret=9a23316ee66e918684e097f&wsSecret=0044ae81b4ace933f85454a0e5f403c3&wsTime=1779537664
大湾区卫视,http://124.77.202.8:49155/608917627
有线新闻,http://61.10.2.146/live_freedirect/freehd209_h.live/playlist.m3u8
